2900003115009, -1.0, NO
2900000476042, 15039.0, NO
2900000476042, 15039.0, NO
1590140304506, -1.0, YES
1591014637324, 15039.0, NO
1591015420000, -1.0, YES
2900000386440, 15039.0, YES
2900002932416, 15039.0, NO
1590151103907, 14330.0, NO
2900001234399, 15039.0, NO
1591016517778, -1.0, YES
1590142201148, 14177.0, NO
1590142201148, 14177.0, NO
2900002944495, -1.0, NO
1592015058781, 14126.0, NO
1590142203104, -1.0, YES
1592015058781, 14177.0, NO
1591015454814, 14200.0, YES
1594140460286, -1.0, YES
2900000284333, -1.0, NO
2900000386440, -1.0, YES
2900000386440, -1.0, YES
2900000345300, -1.0, YES
2900000345300, -1.0, YES
18554652702, -1.0, YES
2900002932416, -1.0, YES
2900000452756, -1.0, NO
2900000178106, 11114.0, NO
2900002930092, 11150.0, NO
2900002930092, 11150.0, NO
1590140306678, 10062.0, NO
1591016440328, 10062.0, YES
1596140594374, 10062.0, NO
2900000840164, 14509.0, NO
2900000245914, 30253.0, NO
2900001465960, 11224.0, NO
13325038116, 15012.0, YES
1590142213981, 15012.0, NO
1590142201162, 15012.0, YES
2900000864498, -1.0, YES
2900000864498, -1.0, YES
1592015059993, -1.0, YES
1592015058781, -1.0, YES
1592015016880, 15012.0, NO
1591015184407, 14333.0, NO
1591015184407, 14333.0, NO
1591015184407, 14333.0, NO
1591015184407, 14333.0, NO
15963883482, 14333.0, NO
2900002932416, 14333.0, NO
2900002932416, 14333.0, NO
2900000386495, 14509.0, NO
2900000448520, 15094.0, YES
1590140306678, -1.0, YES
1590142213981, 15012.0, NO
1590142213981, 15012.0, NO
2900001270199, -1.0, YES
1590142194327, 11165.0, NO
2900001215688, 15012.0, NO
2900002930092, 14281.0, NO
2900000941830, 14366.0, NO
2900001215688, 15012.0, NO
2900002933918, 14366.0, NO
1590142516068, -1.0, NO
1590142213981, 14322.0, NO
2900001215688, 14366.0, NO
1590142203104, -1.0, YES
1591013877134, 14322.0, NO
2900002969559, -1.0, YES
1590142203104, -1.0, YES
2900000337633, 11224.0, NO
2900002937503, 11224.0, NO
2900000124974, 11224.0, NO
2900000138056, 14509.0, NO
1591015184407, 30060.0, NO
1591015483951, 14123.0, NO
1592015013285, 10060.0, NO
2900001663823, -1.0, YES
2900001068833, -1.0, YES
1590142203104, -1.0, YES
2900000394940, -1.0, YES
2900001068833, -1.0, YES
2900000840164, -1.0, YES
1590142213189, -1.0, YES
2900000390256, -1.0, NO
2900001463379, -1.0, YES
1591016517778, 11026.0, NO
1595140489499, 15083.0, NO
1595140489499, 15083.0, NO
1591016440328, -1.0, NO
2900001465960, -1.0, YES
2900001465960, -1.0, YES
2900000210790, 15039.0, NO
2900000451452, 15039.0, NO
1590120464497, 10198.0, NO
1590120464497, 10198.0, NO
1595160353664, 14112.0, NO
2900002934892, 14049.0, NO
2900000256637, 15039.0, NO
1590142203104, 15094.0, YES
2900003120607, 14112.0, YES
2900001568630, 33054.0, NO
2900000337633, 14455.0, NO
2900001568630, 14251.0, NO
1590140304506, 30170.0, NO
1590142176521, 14177.0, NO
2900001216616, 11079.0, NO
2900000936997, 14455.0, NO
2900002932416, 11100.0, NO
2900001452366, 14455.0, NO
2900002933918, 11100.0, NO
1592015046818, 14268.0, NO
2900000353848, 10107.0, NO
2900000308312, 15001.0, NO
1591016170300, 15045.0, NO
1591040203906, 15094.0, NO
1590142129763, -1.0, YES
2900000138056, -1.0, NO
1592015058774, 15094.0, NO
2900000417663, -1.0, NO
1591014255948, -1.0, NO
1591014637324, 14197.0, NO
2900002937428, 15094.0, NO
2900000386495, 14197.0, NO
2900000476042, 15039.0, NO
2900000476042, 15039.0, NO
2900000476042, 15039.0, NO
1590142203401, 14197.0, NO
2900002542837, -1.0, YES
2900001068499, 15039.0, NO
2900001068499, 15039.0, NO
1590142206747, 11227.0, NO
1590142206747, 11227.0, NO
1590142206747, 11227.0, NO
1591016440328, 10199.0, NO
6227002180921663895, 14197.0, NO
6222021615010082737, 14268.0, YES
1590142205993, 10199.0, YES
2900001068833, -1.0, YES
2900000864498, 14268.0, NO
2900000138056, 15074.0, NO
2900000138056, 14268.0, NO
1598140107578, 14507.0, NO
1598140107578, 14507.0, NO
2900002932614, 10199.0, NO
2900002932614, 10199.0, NO
2900002932614, 10199.0, NO
1591015483951, 14268.0, NO
2900000194298, 14507.0, NO
2900001421652, 15074.0, NO
2900002934892, 15074.0, NO
1598140055923, 11159.0, NO
2900002933918, 15074.0, NO
2900002933918, 14558.0, NO
2900003114170, 14330.0, NO
2900003114170, 14330.0, NO
2900000566378, 14330.0, NO
1595151168727, 11213.0, NO
2900001578363, 14330.0, YES
2900001067881, 14558.0, NO
