2900003115009, 22002, NO
2900000476042, 15110, NO
2900000476042, 15110, NO
1590140304506, 27400, NO
1591014637324, 15110, NO
1591015420000, 27002, YES
2900000386440, 15130, YES
2900002932416, 15130, YES
1590151103907, 14842, NO
2900001234399, 15130, NO
1591016517778, 11111, NO
1590142201148, 14721, NO
1590142201148, 14721, NO
2900002944495, 22002, NO
1592015058781, 14870, NO
1590142203104, 27002, YES
1592015058781, 14721, NO
1591015454814, 14802, YES
1594140460286, 22102, NO
2900000284333, 22000, NO
2900000386440, 22000, YES
2900000386440, 22171, NO
2900000345300, 22021, NO
2900000345300, 22021, NO
18554652702, 22007, NO
2900002932416, 22007, NO
2900000452756, 22021, NO
2900000178106, 11300, NO
2900002930092, 11303, NO
2900002930092, 11303, NO
1590140306678, 10000, NO
1591016440328, 10000, NO
1596140594374, 10000, NO
2900000840164, 14040, NO
2900000245914, 30825, NO
2900001465960, 11110, NO
13325038116, 15120, YES
1590142213981, 15120, NO
1590142201162, 15120, NO
2900000864498, 27400, NO
2900000864498, 27400, NO
1592015059993, 27400, NO
1592015058781, 27400, NO
1592015016880, 15120, NO
1591015184407, 14900, NO
1591015184407, 14900, NO
1591015184407, 14900, NO
1591015184407, 14900, NO
15963883482, 14900, NO
2900002932416, 14900, NO
2900002932416, 14900, NO
2900000386495, 14043, NO
2900000448520, 15111, YES
1590140306678, 22103, NO
1590142213981, 15121, NO
1590142213981, 15121, NO
2900001270199, 30821, NO
1590142194327, 11011, NO
2900001215688, 15121, NO
2900002930092, 14092, NO
2900000941830, 14831, NO
2900001215688, 15121, NO
2900002933918, 14802, NO
1590142516068, 24111, NO
1590142213981, 14071, NO
2900001215688, 14802, NO
1590142203104, 25111, NO
1591013877134, 14071, NO
2900002969559, 25111, NO
1590142203104, 25111, NO
2900000337633, 11110, NO
2900002937503, 11110, NO
2900000124974, 11110, NO
2900000138056, 14043, NO
1591015184407, 30522, NO
1591015483951, 14083, NO
1592015013285, 10114, NO
2900001663823, 22103, NO
2900001068833, 22103, NO
1590142203104, 22103, NO
2900000394940, 22600, NO
2900001068833, 22600, NO
2900000840164, 22600, NO
1590142213189, 22000, NO
2900000390256, 22000, NO
