2900003115009, 5.3
1591016411137, 38.3
2900000448520, 370.1
2900001540117, 18.1
1591015184407, 10.6
18554652702, 0.7
1590142648356, 64.8
1594140121125, 49.8
1590142205993, 142.2
1591015034924, 9.3
2900000124974, 174.3
1598140129341, 40.1
2900000071742, 66.3
1593160622155, 4.1
2900001509459, 107.7
2900000401495, 6.2
1595151738968, 44.7
2900001364058, 92.3
1591015454814, 87.6
1591015420000, 55.5
2900001431651, 0.4
2900000680036, 9.2
2900001216616, 106.1
2900000557161, 5.5
1590142191722, 104.5
2900002936940, 118.4
2900002934892, 123.9
1595151630446, 59.3
1590120464497, 67.1
2900000372849, 80.1
2900002934915, 22.3
1591015088262, 16.1
1591040462983, 93.9
2900001466509, 114.9
1591016517778, 61.2
1590142210195, 30.5
2900000452756, 95.7
2900000245914, 134.6
1590151835808, 94.1
1592015046818, 110.1
2900001050791, 180.3
2900000307377, 87.3
1591015456955, 111.3
1591015604417, 44.7
2900000604360, 100.6
1591015456993, 10.1
1596160006376, 76.4
15954688237, 7.7
2900001671408, 18.4
2900000864498, 142.2
2900001497336, 46.0
1590151829753, 9.6
2900000350458, 87.1
2900001270014, 8.3
2900000239876, 64.7
1591015452933, 62.6
1591013167365, 9.8
2900001095952, 7.8
1591030092053, 40.7
2900003123479, 126.7
2900000418073, 211.5
1595150997786, 100.8
1595140489499, 17.3
1595130081566, 40.5
2900002933024, 244.8
2900001575201, 50.5
1591016517921, 61.8
1590142179621, 50.2
1591040356657, 30.9
1590140307767, 73.9
2900001470780, 19.0
1595140612422, 4.0
2900003117386, 63.2
2900000125261, 176.2
2900001452366, 69.5
1590142202190, 2.9
1590142519632, 67.7
2900001421652, 117.1
2900000072022, 183.5
1590142148962, 46.0
1590151432557, 70.9
1598140055923, 0.1
2900001462648, 31.2
2900003105154, 137.0
1590151977348, 61.8
2900003105161, 2.7
1591016382857, 5.1
2900000348561, 6.1
1590140307859, 39.1
2900000268692, 90.5
6227002180921663895, 50.2
1590151076256, 41.5
2900001331616, 114.0
1590151457185, 7.0
2900001092012, 73.8
2900002701746, 79.3
2900000074163, 131.5
2900000874930, 58.5
1595151630774, 54.3
2900001270199, 34.1
2900001270205, 64.5
2900000623040, 51.0
13864739266, 67.5
2900000780743, 15.9
1592015053267, 103.8
1595151616471, 110.2
2900001436120, 4.6
2900000840164, 37.8
1590151428581, 47.1
1591014083046, 157.3
1590142149112, 38.5
1591015457273, 60.1
1590151363066, 54.1
1591016440328, 29.0
2900000856585, 41.2
1591016172045, 73.1
2900000784918, 56.0
2900000047648, 0.8
2900003107363, 43.8
13325038116, 29.6
2900000780835, 81.2
2900001538596, 47.2
2900000254503, 35.4
1595151204906, 56.9
2900000852525, 92.6
1591015483951, 74.4
1591030411823, 65.0
2900001419826, 46.0
2900000416307, 135.0
