vipno,dptno,udp_ud_counts,udp_ud_sum,udp_ud_day_ucounts,udp_first_ud_counts,udp_second_ud_counts,udp_fourth_ud_counts,udp_fifth_ud_counts,udp_trend_ud_counts_df,udp_first_ud_sum,udp_second_ud_sum,udp_fourth_ud_sum,udp_fifth_ud_sum,udp_trend_ud_sum_df,udp_first_ud_day_ucounts,udp_second_ud_day_ucounts,udp_fourth_ud_day_ucounts,udp_fifth_ud_day_ucounts,udp_trend_ud_day_ucounts_df,udp_monthly_ud_counts_mean,udp_monthly_ud_counts_std,udp_monthly_ud_counts_max,udp_monthly_ud_counts_median,udp_monthly_ud_sum_mean,udp_monthly_ud_sum_std,udp_monthly_ud_sum_max,udp_monthly_ud_sum_median,udp_monthly_ud_day_ucounts_mean,udp_monthly_ud_day_ucounts_std,udp_monthly_ud_day_ucounts_max,udp_monthly_ud_day_ucounts_median,udp_ud_l_w_counts,udp_ud_l_w_sum,udp_ud_l_w_day_ucounts,udp_ud_l_m_counts,udp_ud_l_m_sum,udp_ud_l_m_day_ucounts,udp_ud_counts_bias,udp_ud_counts_bias_divide_std,udp_ud_counts_bias_divide_mean,udp_ud_sum_bias,udp_ud_sum_bias_divide_std,udp_ud_sum_bias_divide_mean,udp_ud_day_ucounts_bias,udp_ud_day_ucounts_bias_divide_std,udp_ud_day_ucounts_bias_divide_mean,udp_similarity_max_1,udp_similarity_max_2,udp_similarity_mean_1,udp_similarity_mean_2
781924,10113,1,6.8,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,6.8,2.04,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.7,3.3999999999999995,6.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,6.8,1.0,1.0,0.0,0.0,6.8,0.0,0.0,1.0,0.0,0.0,0.07692307692307693,0.1111111111111111,0.07692307692307693,0.1111111111111111
781924,10130,1,5.5,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,5.5,0.0,0.55,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.375,2.75,5.5,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.8333333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.4,0.45454545454545453,0.4,0.45454545454545453
781924,11531,1,15.6,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.6,0.0,1.5599999999999998,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.9,7.8,15.6,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.2,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.037037037037037035,0.047619047619047616,0.037037037037037035,0.047619047619047616
781924,11532,1,9.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,9.9,0.0,0.9900000000000002,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,2.475,4.95,9.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.3000000000000003,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.06896551724137931,0.08333333333333333,0.06896551724137931,0.08333333333333333
781924,11533,3,32.400000000000006,2,0.0,0.0,1.0,2.0,0.7,0.0,0.0,10.8,21.6,7.5600000000000005,0.0,0.0,1.0,1.0,0.4,0.75,0.9574271077563381,2.0,0.5,8.100000000000001,10.340212763768452,21.6,5.4,0.5,0.5773502691896257,1.0,0.5,0.0,0.0,0.0,2.0,21.6,1.0,1.6666666666666667,2.8867513459481287,5.000000000000001,18.0,2.8867513459481287,5.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,2.5102040816326534,2.5,2.5102040816326534,2.5
781924,14014,1,10.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,10.9,0.0,1.0900000000000003,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,2.725,5.45,10.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.6333333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.6,0.6,0.6,0.6
781924,14050,1,5.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,5.9,0.0,0.5900000000000001,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.475,2.95,5.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.9666666666666668,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.5217391304347826,0.5882352941176471,0.5217391304347826,0.5882352941176471
781924,14402,1,15.45,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.45,0.0,1.545,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.8625,7.724999999999999,15.45,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.1499999999999995,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.75,0.75,0.75,0.75
781924,14403,1,23.32,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,23.32,6.996,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,5.83,11.660000000000002,23.32,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,23.32,1.0,1.0,0.0,0.0,23.32,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.38461538461538464,0.3333333333333333,0.38461538461538464
781924,15200,2,64.4,2,0.0,0.0,1.0,1.0,0.4,0.0,0.0,27.6,36.8,13.8,0.0,0.0,1.0,1.0,0.4,0.5,0.5773502691896257,1.0,0.5,16.1,18.966285877841237,36.8,13.8,0.5,0.5773502691896257,1.0,0.5,0.0,0.0,0.0,1.0,36.8,1.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,27.599999999999994,1.732050807568877,2.999999999999999,0.6666666666666667,1.1547005383792515,2.0000000000000004,1.1603053435114503,1.492063492063492,1.1603053435114503,1.492063492063492
13325038116,10300,2,156.0,1,0.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,156.0,46.8,0.0,0.0,0.0,1.0,0.3,0.5,1.0,2.0,0.0,39.0,78.0,156.0,0.0,0.25,0.5,1.0,0.0,2.0,156.0,1.0,2.0,156.0,1.0,2.0,0.0,0.0,156.0,0.0,0.0,1.0,0.0,0.0,0.4791666666666667,0.6666666666666666,0.42708333333333337,0.5555555555555556
13325038116,14815,1,5.6,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,5.6,1.6799999999999997,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.4,2.7999999999999994,5.6,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,5.6,1.0,1.0,0.0,0.0,5.6,0.0,0.0,1.0,0.0,0.0,0.34782608695652173,0.38095238095238093,0.34782608695652173,0.38095238095238093
13325038116,15120,3,44.7,3,0.0,1.0,0.0,2.0,0.5,0.0,14.9,0.0,29.8,7.45,0.0,1.0,0.0,2.0,0.5,0.75,0.9574271077563381,2.0,0.5,11.175,14.265663905569438,29.8,7.45,0.75,0.9574271077563381,2.0,0.5,0.0,0.0,0.0,2.0,29.8,2.0,1.6666666666666667,2.8867513459481287,5.000000000000001,24.833333333333336,2.8867513459481287,5.0,1.6666666666666667,2.8867513459481287,5.000000000000001,2.55,2.7391304347826084,2.55,2.7391304347826084
13325038116,15232,1,6.5,1,0.0,1.0,0.0,0.0,-0.1,0.0,6.5,0.0,0.0,-0.65,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,1.625,3.25,6.5,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.1666666666666665,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13325038116,22712,2,27.54,2,0.0,2.0,0.0,0.0,-0.2,0.0,27.54,0.0,0.0,-2.754,0.0,2.0,0.0,0.0,-0.2,0.5,1.0,2.0,0.0,6.885,13.770000000000001,27.54,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-9.18,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,2.0,2.0,2.0,2.0
13325038116,24401,1,12.68,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,12.68,3.804,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,3.17,6.34,12.68,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,12.68,1.0,1.0,0.0,0.0,12.68,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
13325038116,27000,1,6.81,1,0.0,1.0,0.0,0.0,-0.1,0.0,6.81,0.0,0.0,-0.6809999999999999,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,1.7025,3.4050000000000002,6.81,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-2.27,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,14300,1,15.8,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.8,0.0,1.58,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.95,7.900000000000001,15.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.266666666666667,-0.5773502691896256,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.5416666666666666,0.5625,0.5416666666666666,0.5625
13854627199,14405,1,5.47,1,0.0,1.0,0.0,0.0,-0.1,0.0,5.47,0.0,0.0,-0.5469999999999999,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,1.3675,2.7350000000000003,5.47,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.8233333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,14617,1,9.8,1,0.0,1.0,0.0,0.0,-0.1,0.0,9.8,0.0,0.0,-0.9800000000000001,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,2.45,4.9,9.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.266666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,1.0,1.0,1.0,1.0
13854627199,14701,1,35.9,1,0.0,1.0,0.0,0.0,-0.1,0.0,35.9,0.0,0.0,-3.59,0.0,1.0,0.0,0.0,-0.1,0.25,0.5,1.0,0.0,8.975,17.95,35.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-11.966666666666667,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
13854627199,14750,2,18.4,2,0.0,0.0,2.0,0.0,0.2,0.0,0.0,18.4,0.0,1.8399999999999999,0.0,0.0,2.0,0.0,0.2,0.5,1.0,2.0,0.0,4.6,9.2,18.4,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666,-0.5773502691896256,-1.0,-6.133333333333333,-0.5773502691896257,-1.0,-0.6666666666666666,-0.5773502691896256,-1.0,0.5352112676056338,0.717948717948718,0.5352112676056338,0.717948717948718
