vipno,bndno,ubp_ub_counts,ubp_ub_sum,ubp_ub_day_ucounts,ubp_first_ub_counts,ubp_second_ub_counts,ubp_fourth_ub_counts,ubp_fifth_ub_counts,ubp_trend_ub_counts_df,ubp_first_ub_sum,ubp_second_ub_sum,ubp_fourth_ub_sum,ubp_fifth_ub_sum,ubp_trend_ub_sum_df,ubp_first_ub_day_ucounts,ubp_second_ub_day_ucounts,ubp_fourth_ub_day_ucounts,ubp_fifth_ub_day_ucounts,ubp_trend_ub_day_ucounts_df,ubp_monthly_ub_counts_mean,ubp_monthly_ub_counts_std,ubp_monthly_ub_counts_max,ubp_monthly_ub_counts_median,ubp_monthly_ub_sum_mean,ubp_monthly_ub_sum_std,ubp_monthly_ub_sum_max,ubp_monthly_ub_sum_median,ubp_monthly_ub_day_ucounts_mean,ubp_monthly_ub_day_ucounts_std,ubp_monthly_ub_day_ucounts_max,ubp_monthly_ub_day_ucounts_median,ubp_ub_l_w_counts,ubp_ub_l_w_sum,ubp_ub_l_w_day_ucounts,ubp_ub_l_m_counts,ubp_ub_l_m_sum,ubp_ub_l_m_day_ucounts,ubp_ub_counts_bias,ubp_ub_counts_bias_divide_std,ubp_ub_counts_bias_divide_mean,ubp_ub_sum_bias,ubp_ub_sum_bias_divide_std,ubp_ub_sum_bias_divide_mean,ubp_ub_day_ucounts_bias,ubp_ub_day_ucounts_bias_divide_std,ubp_ub_day_ucounts_bias_divide_mean,ubp_similarity_max_1,ubp_similarity_max_2,ubp_similarity_mean_1,ubp_similarity_mean_2
781924,-1.0,4,55.720000000000006,2,0.0,0.0,1.0,3.0,1.0,0.0,0.0,10.8,44.92,14.556000000000001,0.0,0.0,1.0,1.0,0.4,1.0,1.4142135623730951,3.0,0.5,13.93,21.278054422338524,44.92,5.4,0.5,0.5773502691896257,1.0,0.5,0.0,0.0,0.0,3.0,44.92,1.0,2.6666666666666665,4.618802153517005,8.0,41.32,6.626698089698704,11.477777777777778,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.017270429654591406,0.10465116279069767,0.008986239820275204,0.05813953488372092
781924,10106.0,1,5.5,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,5.5,0.0,0.55,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.375,2.75,5.5,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.8333333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.18181818181818182,0.21739130434782608,0.18181818181818182,0.21739130434782608
781924,10706.0,1,6.8,1,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,6.8,2.04,0.0,0.0,0.0,1.0,0.3,0.25,0.5,1.0,0.0,1.7,3.3999999999999995,6.8,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,1.0,6.8,1.0,1.0,0.0,0.0,6.8,0.0,0.0,1.0,0.0,0.0,0.011627906976744186,0.02564102564102564,0.011627906976744186,0.02564102564102564
781924,11129.0,1,9.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,9.9,0.0,0.9900000000000002,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,2.475,4.95,9.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.3000000000000003,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.08695652173913043,0.09090909090909091,0.08695652173913043,0.09090909090909091
781924,11149.0,1,15.6,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.6,0.0,1.5599999999999998,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.9,7.8,15.6,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.2,-0.5773502691896258,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.25,0.3333333333333333,0.25,0.3333333333333333
781924,14082.0,1,5.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,5.9,0.0,0.5900000000000001,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,1.475,2.95,5.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-1.9666666666666668,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.3157894736842105,0.45454545454545453,0.3157894736842105,0.45454545454545453
781924,14350.0,1,15.45,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,15.45,0.0,1.545,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,3.8625,7.724999999999999,15.45,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-5.1499999999999995,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.15789473684210525,0.2727272727272727,0.15789473684210525,0.2727272727272727
781924,14759.0,1,10.9,1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,10.9,0.0,1.0900000000000003,0.0,0.0,1.0,0.0,0.1,0.25,0.5,1.0,0.0,2.725,5.45,10.9,0.0,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,-0.5773502691896256,-1.0,-3.6333333333333333,-0.5773502691896257,-1.0,-0.3333333333333333,-0.5773502691896256,-1.0,0.3,0.42857142857142855,0.3,0.42857142857142855
781924,15094.0,2,64.4,2,0.0,0.0,1.0,1.0,0.4,0.0,0.0,27.6,36.8,13.8,0.0,0.0,1.0,1.0,0.4,0.5,0.5773502691896257,1.0,0.5,16.1,18.966285877841237,36.8,13.8,0.5,0.5773502691896257,1.0,0.5,0.0,0.0,0.0,1.0,36.8,1.0,0.6666666666666667,1.1547005383792515,2.0000000000000004,27.599999999999994,1.732050807568877,2.999999999999999,0.6666666666666667,1.1547005383792515,2.0000000000000004,0.38974358974358975,0.5766871165644172,0.38974358974358975,0.5766871165644172
13325038116,-1.0,4,47.03,4,0.0,3.0,0.0,1.0,0.0,0.0,34.35,0.0,12.68,0.3689999999999998,0.0,3.0,0.0,1.0,0.0,1.0,1.4142135623730951,3.0,0.5,11.7575,16.204419921737404,34.35,6.34,1.0,1.4142135623730951,3.0,0.5,0.0,0.0,0.0,1.0,12.68,1.0,0.0,0.0,0.0,1.2299999999999986,0.06202103328412567,0.10742358078602607,0.0,0.0,0.0,0.050968828980623423,0.29767441860465116,0.018440512964523075,0.11705426356589148
